Mod:Item:MetaData, Localized Name
Railcraft:post.metal:7, Light Gray Metal Post
Railcraft:post.metal:8, Gray Metal Post
Railcraft:post.metal:9, Pink Metal Post
Railcraft:post.metal:10, Lime Metal Post
Railcraft:post.metal:11, Yellow Metal Post
Railcraft:post.metal:12, Light Blue Metal Post
Railcraft:post.metal:13, Magenta Metal Post
Railcraft:post.metal:14, Orange Metal Post
Railcraft:post.metal:15, White Metal Post
Railcraft:post.metal.platform:0, Black Metal Platform
Railcraft:post.metal.platform:1, Red Metal Platform
Railcraft:post.metal.platform:2, Green Metal Platform
Railcraft:post.metal.platform:3, Brown Metal Platform
Railcraft:post.metal.platform:4, Blue Metal Platform
Railcraft:post.metal.platform:5, Purple Metal Platform
Railcraft:post.metal.platform:6, Cyan Metal Platform
Railcraft:post.metal.platform:7, Light Gray Metal Platform
Railcraft:post.metal.platform:8, Gray Metal Platform
Railcraft:post.metal.platform:9, Pink Metal Platform
Railcraft:post.metal.platform:10, Lime Metal Platform
Railcraft:post.metal.platform:11, Yellow Metal Platform
Railcraft:post.metal.platform:12, Light Blue Metal Platform
Railcraft:post.metal.platform:13, Magenta Metal Platform
Railcraft:post.metal.platform:14, Orange Metal Platform
Railcraft:post.metal.platform:15, White Metal Platform
Railcraft:wall.alpha:0, Infernal Brick Wall
Railcraft:wall.alpha:1, Sandy Brick Wall
Railcraft:wall.alpha:2, Concrete Wall
Railcraft:wall.alpha:3, Snow Wall
Railcraft:wall.alpha:4, Ice Wall
Railcraft:wall.alpha:5, Stone Brick Wall
Railcraft:wall.alpha:6, Mossy Stone Brick Wall
Railcraft:wall.alpha:7, Cracked Stone Brick Wall
Railcraft:wall.alpha:8, Chiseled Stone Brick Wall
Railcraft:wall.alpha:9, Nether Brick Wall
Railcraft:wall.alpha:10, Brick Wall
Railcraft:wall.alpha:11, Sandstone Wall
Railcraft:wall.alpha:12, Chiseled Sandstone Wall
Railcraft:wall.alpha:13, Smooth Sandstone Wall
Railcraft:wall.alpha:14, Obsidian Wall
Railcraft:wall.alpha:15, Frost Bound Brick Wall
Railcraft:wall.beta:0, Quartz Wall
Railcraft:wall.beta:1, Chiseled Quartz Wall
Railcraft:wall.beta:2, Iron Wall
Railcraft:wall.beta:3, Gold Wall
Railcraft:wall.beta:4, Diamond Wall
Railcraft:wall.beta:5, Abyssal Brick Wall
Railcraft:wall.beta:6, Quarried Brick Wall
Railcraft:wall.beta:7, Blood Stained Brick Wall
Railcraft:wall.beta:8, Bleached Bone Brick Wall
Railcraft:glass:0, Strengthened Glass
Railcraft:glass:1, Strengthened Glass
Railcraft:glass:2, Strengthened Glass
Railcraft:glass:3, Strengthened Glass
Railcraft:glass:4, Strengthened Glass
Railcraft:glass:5, Strengthened Glass
Railcraft:glass:6, Strengthened Glass
Railcraft:glass:7, Strengthened Glass
Railcraft:glass:8, Strengthened Glass
Railcraft:glass:9, Strengthened Glass
Railcraft:glass:10, Strengthened Glass
Railcraft:glass:11, Strengthened Glass
Railcraft:glass:12, Strengthened Glass
Railcraft:glass:13, Strengthened Glass
Railcraft:glass:14, Strengthened Glass
Railcraft:glass:15, Strengthened Glass
Railcraft:detector:0, Detector - Item
Railcraft:detector:1, Detector - Any
Railcraft:detector:2, Detector - Empty
Railcraft:detector:3, Detector - Mob
Railcraft:detector:4, Detector - Powered
Railcraft:detector:5, Detector - Player
Railcraft:detector:6, Detector - Explosive
Railcraft:detector:7, Detector - Animal
Railcraft:detector:8, Detector - Tank
Railcraft:detector:9, Detector - Advanced
Railcraft:detector:10, Detector - Energy
Railcraft:detector:11, Detector - Age
Railcraft:detector:12, Detector - Train
Railcraft:detector:13, Detector - Sheep
Railcraft:detector:14, Detector - Villager
Railcraft:detector:15, Detector - Locomotive
Railcraft:detector:16, Detector - Routing
Railcraft:machine.gamma:0, Item Loader
Railcraft:machine.gamma:1, Item Unloader
Railcraft:machine.gamma:2, Adv. Item Loader
Railcraft:machine.gamma:3, Adv. Item Unloader
Railcraft:machine.gamma:4, Fluid Loader
Railcraft:machine.gamma:5, Fluid Unloader
Railcraft:machine.gamma:6, Energy Loader
Railcraft:machine.gamma:7, Energy Unloader
Railcraft:machine.gamma:10, Redstone Flux Loader
Railcraft:machine.gamma:11, Redstone Flux Unloader
Railcraft:machine.gamma:8, Cart Dispenser
Railcraft:machine.gamma:9, Train Dispenser
Railcraft:machine.epsilon:0, Electric Feeder Unit
Railcraft:machine.epsilon:1, Admin Feeder Unit
Railcraft:machine.epsilon:4, Flux Transformer
Railcraft:machine.epsilon:3, Force Track Emitter
Railcraft:machine.epsilon:2, Admin Steam Producer
Railcraft:machine.epsilon:5, Engraving Bench
Railcraft:ore:0, Sulfur Ore
Railcraft:ore:1, Saltpeter Ore
Railcraft:ore:2, Dark Diamond Ore
Railcraft:ore:3, Dark Emerald Ore
Railcraft:ore:4, Dark Lapis Lazuli Ore
Railcraft:ore:5, Firestone Ore
Railcraft:ore:7, Poor Iron Ore
Railcraft:ore:8, Poor Gold Ore
Railcraft:ore:9, Poor Copper Ore
Railcraft:ore:10, Poor Tin Ore
Railcraft:ore:11, Poor Lead Ore
Railcraft:worldlogic, Saltpeter Ore Spawner
Railcraft:firestone.recharge, Recharging Firestone
Railcraft:frame, Wire Support Frame
Railcraft:machine.delta:0, Electric Shunting Wire
ImmersiveEngineering:ore:0, Copper Ore
ImmersiveEngineering:ore:1, Bauxite Ore
ImmersiveEngineering:ore:2, Lead Ore
ImmersiveEngineering:ore:3, Silver Ore
ImmersiveEngineering:ore:4, Nickel Ore
ImmersiveEngineering:storage:0, Block of Copper
ImmersiveEngineering:storage:1, Block of Aluminium
ImmersiveEngineering:storage:2, Block of Lead
ImmersiveEngineering:storage:3, Block of Silver
ImmersiveEngineering:storage:4, Block of Nickel
ImmersiveEngineering:storage:5, Block of Constantan
ImmersiveEngineering:storage:6, Block of Electrum
ImmersiveEngineering:storage:7, Block of Steel
ImmersiveEngineering:storage:8, Copper Wire Coil
ImmersiveEngineering:storage:9, Electrum Wire Coil
ImmersiveEngineering:storage:10, High-Voltage Wire Coil
ImmersiveEngineering:storageSlab:0, Copper Slab
ImmersiveEngineering:storageSlab:1, Aluminium Slab
ImmersiveEngineering:storageSlab:2, Lead Slab
ImmersiveEngineering:storageSlab:3, Silver Slab
ImmersiveEngineering:storageSlab:4, Nickel Slab
ImmersiveEngineering:storageSlab:5, Constantan Slab
ImmersiveEngineering:storageSlab:6, Electrum Slab
ImmersiveEngineering:storageSlab:7, Steel Slab
ImmersiveEngineering:stoneSlab:0, Hempcrete Slab
ImmersiveEngineering:stoneSlab:1, Concrete Slab
ImmersiveEngineering:stoneSlab:2, Concrete Tile Slab
ImmersiveEngineering:metalDevice:0, LV Wire Connector
ImmersiveEngineering:metalDevice:1, LV Capacitor
ImmersiveEngineering:metalDevice:1, LV Capacitor
ImmersiveEngineering:metalDevice:2, MV Wire Connector
ImmersiveEngineering:metalDevice:3, MV Capacitor
ImmersiveEngineering:metalDevice:3, MV Capacitor
ImmersiveEngineering:metalDevice:4, Transformer
ImmersiveEngineering:metalDevice:5, HV Wire Relay
ImmersiveEngineering:metalDevice:6, HV Wire Connector
ImmersiveEngineering:metalDevice:7, HV Capacitor
ImmersiveEngineering:metalDevice:7, HV Capacitor
ImmersiveEngineering:metalDevice:8, HV Transformer
ImmersiveEngineering:metalDevice:9, Kinetic Dynamo
ImmersiveEngineering:metalDevice:10, Thermoelectric Generator
ImmersiveEngineering:metalDevice:11, Conveyor Belt
ImmersiveEngineering:metalDevice:12, External Heater
ImmersiveEngineering:metalDevice:13, Item Router
ImmersiveEngineering:metalDevice:14, Core Sample Drill
ImmersiveEngineering:metalDevice:15, Dropping Conveyor Belt
ImmersiveEngineering:metalDevice2:0, Breaker Switch
ImmersiveEngineering:metalDevice2:2, Current Transformer
ImmersiveEngineering:metalDevice2:3, Powered Lantern
ImmersiveEngineering:metalDevice2:4, Floodlight
ImmersiveEngineering:metalDevice2:5, Fluid Pipe
ImmersiveEngineering:metalDevice2:6, Fluid Pump
ImmersiveEngineering:metalDevice2:7, Metal Barrel
ImmersiveEngineering:metalDevice2:8, Creative Capacitor
ImmersiveEngineering:metalDevice2:9, Redstone Breaker
ImmersiveEngineering:metalDevice2:10, Charging Station
ImmersiveEngineering:metalDevice2:11, Blast Furnace Preheater
ImmersiveEngineering:metalDecoration:0, Steel Fence
ImmersiveEngineering:metalDecoration:1, Steel Scaffolding
ImmersiveEngineering:metalDecoration:2, Lantern
ImmersiveEngineering:metalDecoration:3, Structural Arm
ImmersiveEngineering:metalDecoration:4, Radiator Block
ImmersiveEngineering:metalDecoration:5, Heavy Engineering Block
ImmersiveEngineering:metalDecoration:6, Generator Block
ImmersiveEngineering:metalDecoration:7, Light Engineering Block
ImmersiveEngineering:metalDecoration:8, Structural Cable Connector
ImmersiveEngineering:metalDecoration:9, Steel Wall Mount
ImmersiveEngineering:metalDecoration:10, Sheet Metal Block
ImmersiveEngineering:metalDecoration:11, Steel Scaffolding
ImmersiveEngineering:metalDecoration:12, Aluminium Fence
ImmersiveEngineering:metalDecoration:13, Aluminium Scaffolding
ImmersiveEngineering:metalDecoration:14, Aluminium Scaffolding
ImmersiveEngineering:metalDecoration:15, Aluminium Structural Arm
ImmersiveEngineering:metalDecoration2:0, Aluminium Sheet Metal Block
ImmersiveEngineering:metalDecoration2:1, Lead Sheet Metal Block
ImmersiveEngineering:metalDecoration2:2, Steel Sheet Metal Block
ImmersiveEngineering:metalMultiblock:0, Lightning Rod Base
ImmersiveEngineering:metalMultiblock:2, Industrial Squeezer
ImmersiveEngineering:metalMultiblock:3, Fermenter
ImmersiveEngineering:woodenDevice:0, Wooden Post
ImmersiveEngineering:woodenDevice:1, Water Wheel
ImmersiveEngineering:woodenDevice:2, Windmill
ImmersiveEngineering:woodenDevice:3, Improved Windmill
ImmersiveEngineering:woodenDevice:4, Wooden Storage Crate
ImmersiveEngineering:woodenDevice:5, Engineer's Workbench
ImmersiveEngineering:woodenDevice:6, Wooden Barrel
ImmersiveEngineering:woodenDecoration:1, Treated Wood Fence
ImmersiveEngineering:woodenDecoration:2, Treated Wood Slab
ImmersiveEngineering:woodenDecoration:4, Treated Wood Doubleslab
ImmersiveEngineering:woodenDecoration:5, Treated Wood Scaffolding
ImmersiveEngineering:woodenDecoration:6, Wooden Wall Mount
ImmersiveEngineering:treatedWood:0, Treated Wood Planks
ImmersiveEngineering:treatedWood:1, Treated Wood Planks
ImmersiveEngineering:treatedWood:2, Treated Wood Planks
ImmersiveEngineering:woodenStairs, Treated Wood Stairs
ImmersiveEngineering:woodenStairs1, Treated Wood Stairs
ImmersiveEngineering:woodenStairs2, Treated Wood Stairs
ImmersiveEngineering:stoneDevice:4, Insulating Glass
ImmersiveEngineering:stoneDecoration:0, Hempcrete
ImmersiveEngineering:stoneDecoration:1, Coke Brick
ImmersiveEngineering:stoneDecoration:2, Blast Brick
ImmersiveEngineering:stoneDecoration:3, Block of Coal Coke
ImmersiveEngineering:stoneDecoration:4, Concrete
ImmersiveEngineering:stoneDecoration:5, Concrete Tile
ImmersiveEngineering:stoneDecoration:6, Reinforced Blast Brick
ImmersiveEngineering:concreteStairs, Concrete Stairs
ImmersiveEngineering:concreteTileStairs, Concrete Tile Stairs
ImmersiveEngineering:hemp, Industrial Hemp
ImmersiveEngineering:fakeLight, tile.ImmersiveEngineering.fakeLight.name
ImmersiveEngineering:clothDevice, tile.ImmersiveEngineering.clothDevice.name
terrafirmastuff:clayRaw:0, Clay Block
terrafirmastuff:clayStained:0, White Stained Clay
terrafirmastuff:clayStained:1, Orange Stained Clay
terrafirmastuff:clayStained:2, Magenta Stained Clay
terrafirmastuff:clayStained:3, Light Blue Stained Clay
terrafirmastuff:clayStained:4, Yellow Stained Clay
terrafirmastuff:clayStained:5, Lime Stained Clay
terrafirmastuff:clayStained:6, Pink Stained Clay
terrafirmastuff:clayStained:7, Gray Stained Clay
terrafirmastuff:clayStained:8, Light Gray Stained Clay
terrafirmastuff:clayStained:9, Cyan Stained Clay
terrafirmastuff:clayStained:10, Purple Stained Clay
terrafirmastuff:clayStained:11, Blue Stained Clay
terrafirmastuff:clayStained:12, Brown Stained Clay
terrafirmastuff:clayStained:13, Green Stained Clay
terrafirmastuff:clayStained:14, Red Stained Clay
terrafirmastuff:clayStained:15, Black Stained Clay
terrafirmastuff:clayStained2:0, Hardened Clay
terrafirmastuff:clayStainedPaver:0, White Stained Clay Paver
terrafirmastuff:clayStainedPaver:1, Orange Stained Clay Paver
terrafirmastuff:clayStainedPaver:2, Magenta Stained Clay Paver
terrafirmastuff:clayStainedPaver:3, Light Blue Stained Clay Paver
terrafirmastuff:clayStainedPaver:4, Yellow Stained Clay Paver
terrafirmastuff:clayStainedPaver:5, Lime Stained Clay Paver
terrafirmastuff:clayStainedPaver:6, Pink Stained Clay Paver
terrafirmastuff:clayStainedPaver:7, Gray Stained Clay Paver
terrafirmastuff:clayStainedPaver:8, Light Gray Stained Clay Paver
terrafirmastuff:clayStainedPaver:9, Cyan Stained Clay Paver
terrafirmastuff:clayStainedPaver:10, Purple Stained Clay Paver
terrafirmastuff:clayStainedPaver:11, Blue Stained Clay Paver
terrafirmastuff:clayStainedPaver:12, Brown Stained Clay Paver
terrafirmastuff:clayStainedPaver:13, Green Stained Clay Paver
terrafirmastuff:clayStainedPaver:14, Red Stained Clay Paver
terrafirmastuff:clayStainedPaver:15, Black Stained Clay Paver
terrafirmastuff:clayStainedPaver2:0, Hardened Clay Paver
terrafirmastuff:clayStainedTile:0, White Stained Clay Tile
terrafirmastuff:clayStainedTile:1, Orange Stained Clay Tile
terrafirmastuff:clayStainedTile:2, Magenta Stained Clay Tile
terrafirmastuff:clayStainedTile:3, Light Blue Stained Clay Tile
terrafirmastuff:clayStainedTile:4, Yellow Stained Clay Tile
terrafirmastuff:clayStainedTile:5, Lime Stained Clay Tile
terrafirmastuff:clayStainedTile:6, Pink Stained Clay Tile
terrafirmastuff:clayStainedTile:7, Gray Stained Clay Tile
terrafirmastuff:clayStainedTile:8, Light Gray Stained Clay Tile
terrafirmastuff:clayStainedTile:9, Cyan Stained Clay Tile
terrafirmastuff:clayStainedTile:10, Purple Stained Clay Tile
terrafirmastuff:clayStainedTile:11, Blue Stained Clay Tile
terrafirmastuff:clayStainedTile:12, Brown Stained Clay Tile
terrafirmastuff:clayStainedTile:13, Green Stained Clay Tile
terrafirmastuff:clayStainedTile:14, Red Stained Clay Tile
terrafirmastuff:clayStainedTile:15, Black Stained Clay Tile
terrafirmastuff:clayStainedTile2:0, Hardened Clay Tile
terrafirmastuff:clayStainedBrick:0, White Stained Clay Brick
terrafirmastuff:clayStainedBrick:1, Orange Stained Clay Brick
terrafirmastuff:clayStainedBrick:2, Magenta Stained Clay Brick
terrafirmastuff:clayStainedBrick:3, Light Blue Stained Clay Brick
terrafirmastuff:clayStainedBrick:4, Yellow Stained Clay Brick
terrafirmastuff:clayStainedBrick:5, Lime Stained Clay Brick
terrafirmastuff:clayStainedBrick:6, Pink Stained Clay Brick
terrafirmastuff:clayStainedBrick:7, Gray Stained Clay Brick
terrafirmastuff:clayStainedBrick:8, Light Gray Stained Clay Brick
terrafirmastuff:clayStainedBrick:9, Cyan Stained Clay Brick
terrafirmastuff:clayStainedBrick:10, Purple Stained Clay Brick
terrafirmastuff:clayStainedBrick:11, Blue Stained Clay Brick
terrafirmastuff:clayStainedBrick:12, Brown Stained Clay Brick
terrafirmastuff:clayStainedBrick:13, Green Stained Clay Brick
terrafirmastuff:clayStainedBrick:14, Red Stained Clay Brick
terrafirmastuff:clayStainedBrick:15, Black Stained Clay Brick
terrafirmastuff:clayStainedBrick2:0, Hardened Clay Brick
terrafirmastuff:clayStainedCircle:0, White Stained Clay Circle
terrafirmastuff:clayStainedCircle:1, Orange Stained Clay Circle
terrafirmastuff:clayStainedCircle:2, Magenta Stained Clay Circle
terrafirmastuff:clayStainedCircle:3, Light Blue Stained Clay Circle
terrafirmastuff:clayStainedCircle:4, Yellow Stained Clay Circle
terrafirmastuff:clayStainedCircle:5, Lime Stained Clay Circle
terrafirmastuff:clayStainedCircle:6, Pink Stained Clay Circle
terrafirmastuff:clayStainedCircle:7, Gray Stained Clay Circle
terrafirmastuff:clayStainedCircle:8, Light Gray Stained Clay Circle
terrafirmastuff:clayStainedCircle:9, Cyan Stained Clay Circle
terrafirmastuff:clayStainedCircle:10, Purple Stained Clay Circle
terrafirmastuff:clayStainedCircle:11, Blue Stained Clay Circle
terrafirmastuff:clayStainedCircle:12, Brown Stained Clay Circle
terrafirmastuff:clayStainedCircle:13, Green Stained Clay Circle
terrafirmastuff:clayStainedCircle:14, Red Stained Clay Circle
terrafirmastuff:clayStainedCircle:15, Black Stained Clay Circle
terrafirmastuff:clayStainedCircle2:0, Hardened Clay Circle
terrafirmastuff:clayStainedChiseled:0, Chiseled White Stained Clay
terrafirmastuff:clayStainedChiseled:1, Chiseled Orange Stained Clay
terrafirmastuff:clayStainedChiseled:2, Chiseled Magenta Stained Clay
terrafirmastuff:clayStainedChiseled:3, Chiseled Light Blue Stained Clay
terrafirmastuff:clayStainedChiseled2:0, Chiseled Yellow Stained Clay
terrafirmastuff:clayStainedChiseled2:1, Chiseled Lime Stained Clay
terrafirmastuff:clayStainedChiseled2:2, Chiseled Pink Stained Clay
terrafirmastuff:clayStainedChiseled2:3, Chiseled Gray Stained Clay
terrafirmastuff:clayStainedChiseled3:0, Chiseled Light Gray Stained Clay
terrafirmastuff:clayStainedChiseled3:1, Chiseled Cyan Stained Clay
terrafirmastuff:clayStainedChiseled3:2, Chiseled Purple Stained Clay
terrafirmastuff:clayStainedChiseled3:3, Chiseled Blue Stained Clay
terrafirmastuff:clayStainedChiseled4:0, Chiseled Brown Stained Clay
terrafirmastuff:clayStainedChiseled4:1, Chiseled Green Stained Clay
terrafirmastuff:clayStainedChiseled4:2, Chiseled Red Stained Clay
terrafirmastuff:clayStainedChiseled4:3, Chiseled Black Stained Clay
terrafirmastuff:clayStainedChiseled5:0, Chiseled Hardened Clay
terrafirmastuff:clayStainedPillar:0, White Stained Clay Pillar
terrafirmastuff:clayStainedPillar:1, Orange Stained Clay Pillar
terrafirmastuff:clayStainedPillar:2, Magenta Stained Clay Pillar
terrafirmastuff:clayStainedPillar:3, Light Blue Stained Clay Pillar
terrafirmastuff:clayStainedPillar2:0, Yellow Stained Clay Pillar
terrafirmastuff:clayStainedPillar2:1, Lime Stained Clay Pillar
terrafirmastuff:clayStainedPillar2:2, Pink Stained Clay Pillar
terrafirmastuff:clayStainedPillar2:3, Gray Stained Clay Pillar
terrafirmastuff:clayStainedPillar3:0, Light Gray Stained Clay Pillar
terrafirmastuff:clayStainedPillar3:1, Cyan Stained Clay Pillar
terrafirmastuff:clayStainedPillar3:2, Purple Stained Clay Pillar
terrafirmastuff:clayStainedPillar3:3, Blue Stained Clay Pillar
terrafirmastuff:clayStainedPillar4:0, Brown Stained Clay Pillar
terrafirmastuff:clayStainedPillar4:1, Green Stained Clay Pillar
terrafirmastuff:clayStainedPillar4:2, Red Stained Clay Pillar
terrafirmastuff:clayStainedPillar4:3, Black Stained Clay Pillar
terrafirmastuff:clayStainedPillar5:0, Hardened Clay Pillar
tfcm:blockTallowCandle, Tallow Candle
tfcm:blockTallowCandleOff, Extinguished Tallow Candle
tfcm:blockRoadIgEx:0, Rhyolite Road
tfcm:blockRoadIgEx:1, Basalt Road
tfcm:blockRoadIgEx:2, Andesite Road
tfcm:blockRoadIgEx:3, Dacite Road
tfcm:blockRoadIgIn:0, Granite Road
tfcm:blockRoadIgIn:1, Diorite Road
tfcm:blockRoadIgIn:2, Gabbro Road
tfcm:blockRoadMM:0, Quartzite Road
tfcm:blockRoadMM:1, Slate Road
tfcm:blockRoadMM:2, Phyllite Road
tfcm:blockRoadMM:3, Schist Road
tfcm:blockRoadMM:4, Gneiss Road
tfcm:blockRoadMM:5, Marble Road
tfcm:blockRoadSed:0, Shale Road
tfcm:blockRoadSed:1, Claystone Road
tfcm:blockRoadSed:2, Rock Salt Road
tfcm:blockRoadSed:3, Limestone Road
tfcm:blockRoadSed:4, Conglomerate Road
tfcm:blockRoadSed:5, Dolomite Road
tfcm:blockRoadSed:6, Chert Road
tfcm:blockRoadSed:7, Chalk Road
tfcm:blockFruitPress, Fruit Press
tfcprimitivetech:WoodenPressWet:0, Paper Wooden Press (Wet)
tfcprimitivetech:WoodenPressWet:1, Paper Wooden Press (Dry)
weightingscales:tile.Scale, Scales
BiblioCraft:tile.BiblioFramedChest:0, Framed Chest
BiblioCraft:BiblioPaneler:0, Oak Furniture Paneler
BiblioCraft:BiblioPaneler:1, Spruce Furniture Paneler
BiblioCraft:BiblioPaneler:2, Birch Furniture Paneler
BiblioCraft:BiblioPaneler:3, Jungle Furniture Paneler
BiblioCraft:BiblioPaneler:4, Acacia Furniture Paneler
BiblioCraft:BiblioPaneler:5, Dark Oak Furniture Paneler
BiblioCraft:BiblioPaneler:6, Framed Furniture Paneler
BiblioCraft:BiblioClipboard, tile.BiblioClipboard.name
BiblioCraft:BiblioTypewriter:0, White Typewriter
BiblioCraft:BiblioTypewriter:1, Light Gray Typewriter
BiblioCraft:BiblioTypewriter:2, Gray Typewriter
BiblioCraft:BiblioTypewriter:3, Black Typewriter
BiblioCraft:BiblioTypewriter:4, Red Typewriter
BiblioCraft:BiblioTypewriter:5, Orange Typewriter
BiblioCraft:BiblioTypewriter:6, Yellow Typewriter
BiblioCraft:BiblioTypewriter:7, Lime Typewriter
BiblioCraft:BiblioTypewriter:8, Green Typewriter
BiblioCraft:BiblioTypewriter:9, Cyan Typewriter
BiblioCraft:BiblioTypewriter:10, Light Blue Typewriter
BiblioCraft:BiblioTypewriter:11, Blue Typewriter
BiblioCraft:BiblioTypewriter:12, Purple Typewriter
BiblioCraft:BiblioTypewriter:13, Magenta Typewriter
BiblioCraft:BiblioTypewriter:14, Pink Typewriter
BiblioCraft:BiblioTypewriter:15, Brown Typewriter
BiblioCraft:BiblioClock:0, Oak Clock
BiblioCraft:BiblioClock:1, Spruce Clock
BiblioCraft:BiblioClock:2, Birch Clock
BiblioCraft:BiblioClock:3, Jungle Clock
BiblioCraft:BiblioClock:4, Acacia Clock
BiblioCraft:BiblioClock:5, Dark Oak Clock
BiblioCraft:BiblioClock:6, Framed Clock
BiblioCraft:BiblioFlatPainting:0, Oak Painting Frame
BiblioCraft:BiblioFlatPainting:1, Spruce Painting Frame
BiblioCraft:BiblioFlatPainting:2, Birch Painting Frame
BiblioCraft:BiblioFlatPainting:3, Jungle Painting Frame
BiblioCraft:BiblioFlatPainting:4, Acacia Painting Frame
BiblioCraft:BiblioFlatPainting:5, Dark Oak Painting Frame
BiblioCraft:BiblioFlatPainting:6, Framed Painting Frame
BiblioCraft:BiblioSimplePainting:0, Oak Painting Frame
BiblioCraft:BiblioSimplePainting:1, Spruce Painting Frame
BiblioCraft:BiblioSimplePainting:2, Birch Painting Frame
BiblioCraft:BiblioSimplePainting:3, Jungle Painting Frame
BiblioCraft:BiblioSimplePainting:4, Acacia Painting Frame
BiblioCraft:BiblioSimplePainting:5, Dark Oak Painting Frame
BiblioCraft:BiblioSimplePainting:6, Framed Painting Frame
BiblioCraft:BiblioMiddlePainting:0, Oak Painting Frame
BiblioCraft:BiblioMiddlePainting:1, Spruce Painting Frame
BiblioCraft:BiblioMiddlePainting:2, Birch Painting Frame
BiblioCraft:BiblioMiddlePainting:3, Jungle Painting Frame
BiblioCraft:BiblioMiddlePainting:4, Acacia Painting Frame
BiblioCraft:BiblioMiddlePainting:5, Dark Oak Painting Frame
BiblioCraft:BiblioMiddlePainting:6, Framed Painting Frame
BiblioCraft:BiblioFancyPainting:0, Oak Painting Frame
BiblioCraft:BiblioFancyPainting:1, Spruce Painting Frame
BiblioCraft:BiblioFancyPainting:2, Birch Painting Frame
BiblioCraft:BiblioFancyPainting:3, Jungle Painting Frame
BiblioCraft:BiblioFancyPainting:4, Acacia Painting Frame
BiblioCraft:BiblioFancyPainting:5, Dark Oak Painting Frame
BiblioCraft:BiblioFancyPainting:6, Framed Painting Frame
BiblioCraft:BiblioBorderlessPainting:0, Oak Painting Frame
BiblioCraft:BiblioBorderlessPainting:1, Spruce Painting Frame
BiblioCraft:BiblioBorderlessPainting:2, Birch Painting Frame
BiblioCraft:BiblioBorderlessPainting:3, Jungle Painting Frame
BiblioCraft:BiblioBorderlessPainting:4, Acacia Painting Frame
BiblioCraft:BiblioBorderlessPainting:5, Dark Oak Painting Frame
BiblioCraft:BiblioBorderlessPainting:6, Framed Painting Frame
BiblioCraft:BiblioPaintPress, Painting Press
BiblioCraft:BiblioSwordPedestal:0, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:1, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:2, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:3, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:4, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:5, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:6, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:7, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:8, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:9, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:10, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:11, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:12, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:13, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:14, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:15, Sword Pedestal
BiblioCraft:BiblioFancySign:0, Oak Fancy Sign
BiblioCraft:BiblioFancySign:1, Spruce Fancy Sign
BiblioCraft:BiblioFancySign:2, Birch Fancy Sign
BiblioCraft:BiblioFancySign:3, Jungle Fancy Sign
BiblioCraft:BiblioFancySign:4, Acacia Fancy Sign
BiblioCraft:BiblioFancySign:5, Dark Oak Fancy Sign
BiblioCraft:BiblioFancySign:6, Framed Fancy Sign
BiblioCraft:BiblioWorkbench:0, Oak Fancy Workbench
BiblioCraft:BiblioWorkbench:1, Spruce Fancy Workbench
BiblioCraft:BiblioWorkbench:2, Birch Fancy Workbench
BiblioCraft:BiblioWorkbench:3, Jungle Fancy Workbench
BiblioCraft:BiblioWorkbench:4, Acacia Fancy Workbench
BiblioCraft:BiblioWorkbench:5, Dark Oak Fancy Workbench
BiblioCraft:BiblioWorkbench:6, Framed Fancy Workbench
BiblioCraft:BiblioBell, Desk Bell
BiblioCraft:Bibliotheca:0, Oak Bookcase
BiblioCraft:Bibliotheca:1, Spruce Bookcase
BiblioCraft:Bibliotheca:2, Birch Bookcase
BiblioCraft:Bibliotheca:3, Jungle Bookcase
BiblioCraft:Bibliotheca:4, Acacia Bookcase
BiblioCraft:Bibliotheca:5, Dark Oak Bookcase
BiblioCraft:Bibliotheca:6, Framed Bookcase
BiblioCraft:BookcaseFilled:0, Oak Bookcase
BiblioCraft:BookcaseFilled:1, Spruce Bookcase
BiblioCraft:BookcaseFilled:2, Birch Bookcase
BiblioCraft:BookcaseFilled:3, Jungle Bookcase
BiblioCraft:BookcaseFilled:4, Acacia Bookcase
BiblioCraft:BookcaseFilled:5, Dark Oak Bookcase
BiblioCraft:BookcaseFilled:6, Framed Bookcase
BiblioCraft:BiblioPotionShelf:0, Oak Potion Shelf
BiblioCraft:BiblioPotionShelf:1, Spruce Potion Shelf
BiblioCraft:BiblioPotionShelf:2, Birch Potion Shelf
BiblioCraft:BiblioPotionShelf:3, Jungle Potion Shelf
BiblioCraft:BiblioPotionShelf:4, Acacia Potion Shelf
BiblioCraft:BiblioPotionShelf:5, Dark Oak Potion Shelf
